date,adj_close
2025-02-18,2.2547398524488806
2025-02-19,2.282417663657669
2025-02-20,2.3488454689836598
2025-02-21,2.3294710011375113
2025-02-24,2.4367243718151372
2025-02-25,2.4325721709213695
2025-02-26,1.970345314760314
2025-02-27,1.7586074129508376
2025-02-28,2.072755333082628
2025-03-03,1.809119683013099
2025-03-04,1.663809586529613
2025-03-05,1.6506628908116672
2025-03-06,1.6222928697164332
2025-03-07,1.8810841090057495
2025-03-10,1.0791070927385522
2025-03-11,0.619649076123274
2025-03-12,0.35255343504642084
2025-03-13,-0.15257349927580063
2025-03-14,0.11106215079372854
2025-03-17,0.14635109547870573
2025-03-18,0.05570441152634974
2025-03-19,0.23215336865084696
2025-03-20,0.15327107749335378
2025-03-21,0.4418156992258881
2025-03-24,0.6120368842221826
2025-03-25,0.8210080633356812
2025-03-26,0.6673925066397558
2025-03-27,0.8279269869254264
2025-03-28,0.41621345925153674
2025-03-31,0.7089113403027413
2025-04-01,0.7822580692184772
2025-04-02,0.830694768046305
2025-04-03,-0.6016526012940075
2025-04-04,-1.626438643854194
2025-04-07,-2.1052721867405215
2025-04-08,-2.730800245883224
2025-04-09,-0.9019616158214027
2025-04-10,-1.4852796898395768
2025-04-11,-0.9503993730741315
2025-04-14,-0.6480137288874002
2025-04-15,-0.6743081787482008
2025-04-16,-1.2188773170740699
2025-04-17,-1.0313572354660598
2025-04-21,-1.2956850954220345
2025-04-22,-0.840377162850726
2025-04-23,-0.5040859353270035
2025-04-24,-0.24322018322815664
2025-04-25,-0.180252368909492
2025-04-28,-0.12074348717324664
2025-04-29,-0.04670454837106541
2025-04-30,0.042557715808401814
2025-05-01,0.09929881642376855
2025-05-02,-0.45219030391675236
2025-05-05,-0.899193834700524
2025-05-06,-0.9254893429862255
2025-05-07,-1.081870563953224
2025-05-08,-0.9960672323561799
2025-05-09,-0.924103864788432
2025-05-12,-0.056639982933848455
2025-05-13,0.09163264485263319
2025-05-14,0.05006088994450264
2025-05-15,-0.01091073500744229
2025-05-16,-0.024075423948736206
2025-05-19,-0.19590541479731968
2025-05-20,-0.32893460713336564
2025-05-21,-0.6594309583141376
2025-05-22,-0.7100099091452765
2025-05-23,-1.131962639329065
2025-05-27,-0.7896881358296896
2025-05-28,-0.775139027115505
2025-05-29,-0.8077035861006192
2025-05-30,-0.7453454245259779
2025-06-02,-0.6864525460831727
2025-06-03,-0.5776729266956798
2025-06-04,-0.6088509490580957
2025-06-05,-0.7605878015515107
2025-06-06,-0.5326369470806159
2025-06-09,-0.7037736696178513
2025-06-10,-0.6192446816038045
2025-06-11,-0.8887683494077306
2025-06-12,-0.8596680151295517
2025-06-13,-1.0502056661355081
2025-06-16,-0.913711190667626
2025-06-17,-1.1063275881827241
2025-06-18,-1.0411984702124957
2025-06-20,-0.7349527504051719
2025-06-23,-0.700309444910914
2025-06-24,-0.7834529547271691
2025-06-25,-0.6961519518926325
2025-06-26,-0.7349527504051719
2025-06-27,-0.7294097791890949
2025-06-30,-0.44602921255742944
2025-07-01,-0.2624200109653436
2025-07-02,0.05768260766972343
2025-07-03,0.13459093638345418
2025-07-07,-0.11484065149020822
2025-07-08,-0.11068315847192473
2025-07-09,-0.032389351560398426
2025-07-10,0.05560386116058365
2025-07-11,-0.031003873362606838
2025-07-14,-0.20699135722947382
2025-07-15,-0.1730402616216652
2025-07-16,-0.10028942592621595
2025-07-17,-0.10998989016057653
2025-07-18,-0.029618395164813276
2025-07-21,0.06045356406531056
2025-07-22,0.19348381482625737
2025-07-23,0.17616163286667796
2025-07-24,0.14914004509764278
2025-07-25,0.15745503113420586
2025-07-28,0.16923424187771213
2025-07-29,-0.023382155637386045
2025-07-30,-0.17719775463995066
2025-07-31,-0.27974113450001625
2025-08-01,-0.6393367615340682
2025-08-04,-0.572128897054698
2025-08-05,-0.6019235580691299
2025-08-06,0.11380452971693948
2025-08-07,0.5835652543362798
2025-08-08,1.22931452124739
2025-08-11,1.0968261840366877
2025-08-12,1.2681576567560442
2025-08-13,1.523421165844252
2025-08-14,1.485270240222045
2025-08-15,1.4027257989007909
